kaptCode,schul_nm,schul_dstnc
A40427007,인천목향초등학교,235
A40427008,인천불로초등학교,29
A40427009,인천불로초등학교,28
A40477510,인천목향초등학교,0
A40477511,인천목향초등학교,266
A10023941,인천경연초등학교,0
A10023957,인천경연초등학교,0
A10024874,인천해원초등학교,172
A10025726,인천경연초등학교,97
A10025862,인천경연초등학교,39
A10025972,인천청호초등학교,333
A10026408,인천청람초등학교,0
A10026453,인천경연초등학교,297
A10027235,인천초은초등학교,172
A40470301,인천초은초등학교,20
A40470302,인천청라초등학교,23
A40470303,인천청라초등학교,138
A40470304,인천청라초등학교,151
A40470305,인천청라초등학교,185
A40470306,인천청라초등학교,185
A40470307,인천초은초등학교,171
A40470308,인천청라초등학교,20
A40470309,인천초은초등학교,185
A40470310,인천초은초등학교,174
A40470311,인천초은초등학교,246
A40470312,인천청라초등학교,140
A40470313,인천청라초등학교,226
A40471903,인천경명초등학교,259
A40471904,인천도담초등학교,229
A40471905,인천청일초등학교,261
A40471906,인천도담초등학교,22
A40471907,인천해원초등학교,25
A40471908,인천경명초등학교,206
A40471909,인천해원초등학교,118
A40471910,인천해원초등학교,284
A40471911,인천해원초등학교,166
A40471912,인천해원초등학교,1
A40471913,인천청람초등학교,259
A40471914,인천경명초등학교,0
A40471915,인천해원초등학교,122
A40471916,인천청람초등학교,23
A40471917,인천해원초등학교,47
A40471918,인천해원초등학교,53
A40471919,인천해원초등학교,284
A40471920,인천청일초등학교,0
A40471921,인천도담초등학교,221
A40471923,인천청일초등학교,56
A40471924,인천경명초등학교,74
A41780101,갑룡초등학교,212
A44077501,파장초등학교,111
A44077502,수일초등학교,210
A44085102,파장초등학교,53
A44085201,수일초등학교,170
A10021764,송정초등학교,307
A10024170,송림초등학교,74
A44030004,대평초등학교,1
A44030005,다솔초등학교,36
A44070703,정자초등학교,45
A44070706,정자초등학교,128
A44070707,정자초등학교,31
A44071901,수원동신초등학교,25
A44071902,대평초등학교,1
A44071906,수원동신초등학교,43
A44071908,수원동신초등학교,0
A44071909,수원동신초등학교,26
A44072003,대평초등학교,314
A44072010,대평초등학교,43
A44072102,송림초등학교,29
A44072107,송림초등학교,167
A44072108,송림초등학교,103
A44072110,송림초등학교,19
A44072111,명인초등학교,171
A44072209,명인초등학교,9
A44072211,명인초등학교,20
A44072212,명인초등학교,260
A44072805,대평초등학교,242
A44072806,천천초등학교,153
A44073307,효천초등학교,6
A44073411,효천초등학교,103
A44073504,효천초등학교,23
A44083103,명인초등학교,208
A44083104,명인초등학교,201
A44083704,정자초등학교,161
A44083801,정자초등학교,355
A44084005,파장초등학교,331
A44084206,송림초등학교,50
A44070601,다솔초등학교,294
A10022125,상률초등학교,278
A44070509,율전초등학교,336
A44072408,상률초등학교,166
A44072412,상률초등학교,7
A44072413,상률초등학교,80
A44072414,상률초등학교,160
A44072611,율전초등학교,6
A44073707,율전초등학교,202
A44073805,상률초등학교,148
A44082602,율전초등학교,60
A44082703,율전초등학교,273
A44033001,천천초등학교,112
A44033010,정천초등학교,1
A44071006,천일초등학교,26
A44071301,천일초등학교,14
A44071704,천천초등학교,230
A44072307,천일초등학교,225
A44072503,천일초등학교,121
A44072702,천일초등학교,16
A44073008,천천초등학교,80
A44073205,천천초등학교,19
A10021945,영화초등학교,289
A44081601,화홍초등학교,337
A10020923,한일초등학교,92
A10027135,송죽초등학교,222
A44021001,한일초등학교,0
A44021003,송죽초등학교,373
A44080402,송죽초등학교,8
A44070201,송원초등학교,40
A44070202,송원초등학교,87
A44070801,영화초등학교,334
A44070904,송원초등학교,20
A44071602,수성초등학교,4
A44071603,수성초등학교,245
A10022066,창용초등학교,181
A44080701,창용초등학교,90
A44080703,창용초등학교,32
A10027921,세류초등학교,271
A10027961,세류초등학교,0
A44111001,수원신곡초등학교,209
A44174403,권선초등학교,395
A44175403,수원신곡초등학교,254
A44175501,수원신곡초등학교,318
A44175502,수원신곡초등학교,374
A44187701,수원신곡초등학교,240
A44172603,고현초등학교,134
A44172605,고현초등학교,239
A44172807,고색초등학교,27
A44172904,고색초등학교,0
A44176406,고색초등학교,229
A10027422,오현초등학교,318
A44135003,오현초등학교,189
A44135004,오목초등학교,256
A44175602,오목초등학교,70
A44175707,오목초등학교,381
A44176505,오현초등학교,25
A44176506,오현초등학교,56
A44176609,오목초등학교,21
A10024203,서평초등학교,306
A44175302,구운초등학교,16
A44175303,구운초등학교,109
A44176304,서평초등학교,0
A44173004,구운초등학교,73
A44173006,일월초등학교,158
A44173101,구운초등학교,0
A44173202,일월초등학교,21
A44173303,일월초등학교,153
A44173405,일월초등학교,0
A10021480,탑동초등학교,351
A44175801,탑동초등학교,47
A44175902,효탑초등학교,74
A10025992,수원가온초등학교,1
A10026885,칠보초등학교,190
A10027067,칠보초등학교,109
A44170408,상촌초등학교,105
A44174602,수원금곡초등학교,92
A44174607,수원금곡초등학교,6
A44174608,수원중촌초등학교,160
A44174611,수원가온초등학교,173
A44174613,수원중촌초등학교,175
A44174704,칠보초등학교,3
A44174906,수원금곡초등학교,147
A44175005,칠보초등학교,97
A44184101,칠보초등학교,29
A44184103,칠보초등학교,0
A10025347,능실초등학교,37
A10025769,능실초등학교,58
A10026230,수원금호초등학교,0
A10026483,수원중촌초등학교,61
A10026603,수원금호초등학교,321
A10027150,능실초등학교,313
A10027696,능실초등학교,84
A10028092,호매실초등학교,133
A44170803,칠보초등학교,59
A44170804,호매실초등학교,31
A44174610,수원중촌초등학교,232
A44188401,칠보초등학교,169
A44188402,호매실초등학교,245
A44171101,안룡초등학교,247
A44171102,안룡초등학교,283
A44171103,안룡초등학교,353
A10021940,세곡초등학교,4
A10026835,수원선일초등학교,109
A10026938,수원선일초등학교,70
A10027295,곡정초등학교,32
A44171223,곡선초등학교,0
A44171418,수원선일초등학교,52
A44171501,곡선초등학교,379
A44171520,곡선초등학교,201
A44171614,곡선초등학교,15
A44171716,효정초등학교,118
A44171821,곡선초등학교,174
A44171822,곡선초등학교,298
A44171927,수원선일초등학교,0
A44172017,효정초등학교,8
A44172115,수원선일초등학교,207
A44172306,명당초등학교,209
A44172325,효정초등학교,52
A44173619,명당초등학교,17
A44173904,곡반초등학교,9
A44173909,곡반초등학교,15
A44173910,곡정초등학교,0
A44173911,곡정초등학교,341
A44173912,곡정초등학교,338
A44173913,선행초등학교,0
A44173914,곡정초등학교,28
A44174003,곡선초등학교,15
A44174010,명당초등학교,184
A44174207,명당초등학교,191
A44174213,명당초등학교,14
A44174302,곡반초등학교,12
A44174308,곡반초등학교,135
A44182326,세곡초등학교,139
A44182405,선행초등학교,15
A44183711,수원선일초등학교,237
A44183728,수원선일초등학교,19
A10022596,입북초등학교,275
A44147001,입북초등학교,14
A44175105,당수초등학교,19
A44175203,당수초등학교,211
A44176102,당수초등학교,61
A44176104,당수초등학교,175
A44176201,당수초등학교,366
A44213001,매산초등학교,98
A10026819,매산초등학교,291
A44278301,세류초등학교,192
A10022094,매산초등학교,142
A10021568,화양초등학교,117
A10023237,화양초등학교,121
A44215213,화홍초등학교,72
A44270401,화홍초등학교,233
A44270402,화서초등학교,8
A44271801,율현초등학교,130
A44271805,율현초등학교,9
A44271806,율현초등학교,228
A44271810,율현초등학교,132
A44271812,율현초등학교,28
A44271814,율현초등학교,15
A44271815,화양초등학교,20
A44271816,화홍초등학교,0
A44278207,숙지초등학교,2
A44278211,숙지초등학교,169
A44278215,숙지초등학교,2
A44285708,화홍초등학교,145
A44287003,율현초등학교,92
A44287004,송림초등학교,280
A44287009,숙지초등학교,117
A10022126,지동초등학교,287
A10023382,지동초등학교,26
A10021469,우만초등학교,163
A10022084,효성초등학교,220
A10023592,팔달초등학교,263
A44219001,팔달초등학교,10
A44219002,팔달초등학교,115
A44219003,우만초등학교,331
A44219004,우만초등학교,37
A44275001,우만초등학교,1
A44275103,팔달초등학교,18
A44275305,효성초등학교,28
A44275406,팔달초등학교,0
A44281603,효성초등학교,112
A44281604,효성초등학교,28
A10021928,수원매화초등학교,284
A10022172,인계초등학교,311
A10024542,수원매화초등학교,87
A10025519,인계초등학교,245
A44276209,수원매화초등학교,285
A44277301,인계초등학교,267
A44277305,인계초등학교,191
A44277306,매여울초등학교,1
A44277307,팔달초등학교,189
A44277308,수원매화초등학교,228
A44282607,수원매화초등학교,290
A44282703,인계초등학교,327
A44282801,인계초등학교,263
A44337202,산남초등학교,49
A44370501,원천초등학교,14
A44370903,동수원초등학교,0
A44371004,동수원초등학교,0
A44371204,원천초등학교,74
A44371607,매탄초등학교,185
A44371608,매탄초등학교,21
A44371706,원천초등학교,223
A44371808,매탄초등학교,26
A44371902,산남초등학교,389
A44372005,원천초등학교,19
A44375504,원일초등학교,210
A44379205,효동초등학교,22
A44379303,효동초등학교,29
A44379404,매현초등학교,45
A44379502,매현초등학교,49
A44379606,매현초등학교,6
A44379709,매현초등학교,155
A44379801,매현초등학교,24
A44380001,수원매화초등학교,155
A44380201,원천초등학교,154
A44380407,효원초등학교,5
A44380701,원천초등학교,51
A44384808,매탄초등학교,0
A10022659,수원매화초등학교,371
A10025483,광교호수초등학교,1
A10026001,매원초등학교,11
A10026076,매원초등학교,177
A44377204,매원초등학교,374
A44382202,원일초등학교,309
A44382404,원일초등학교,0
A10027037,광교초등학교,118
A10028125,신풍초등학교,369
A44376002,광교초등학교,93
A44376005,광교초등학교,140
A44376006,광교초등학교,130
A44376007,산의초등학교,89
A44376008,산의초등학교,103
A44376009,신풍초등학교,3
A44376010,신풍초등학교,178
A44376011,신풍초등학교,22
A44376012,산의초등학교,5
A44376013,신풍초등학교,53
A44376014,산의초등학교,19
A44376015,신풍초등학교,78
A44328001,매원초등학교,201
A44328002,이의초등학교,17
A44328004,이의초등학교,13
A44328005,산의초등학교,319
A44328006,이의초등학교,369
A44328008,매원초등학교,323
A10026903,대선초등학교,172
A44347002,신성초등학교,390
A44347003,영동초등학교,130
A44347004,영덕초등학교,51
A44347005,영덕초등학교,51
A44347006,신성초등학교,153
A44347007,영동초등학교,105
A44347008,신영초등학교,0
A44347009,영일초등학교,19
A44347010,신성초등학교,23
A44347011,영동초등학교,0
A44347012,영동초등학교,24
A44347013,영동초등학교,8
A44347014,청명초등학교,109
A44347015,청명초등학교,0
A44347016,신성초등학교,132
A44347017,신영초등학교,0
A44347018,청명초등학교,142
A44347019,신영초등학교,171
A44347020,황곡초등학교,1
A44347021,영덕초등학교,0
A44347022,영일초등학교,58
A44347023,영동초등학교,22
A44347024,영통초등학교,0
A44347025,신영초등학교,14
A44347026,황곡초등학교,20
A44347027,영일초등학교,368
A44372702,영통초등학교,49
A44378001,대선초등학교,170
A44678714,황곡초등학교,103
A10023427,글빛초등학교,240
A10023429,글빛초등학교,222
A10023611,글빛초등학교,26
A10023632,잠원초등학교,377
A10025621,망포초등학교,69
A10025715,망포초등학교,352
A10026799,망포초등학교,39
A10027247,대선초등학교,29
A10027249,대선초등학교,70
A44340001,대선초등학교,342
A44340003,대선초등학교,65
A44340004,잠원초등학교,375
A44340005,망포초등학교,16
A44340012,잠원초등학교,187
A44340013,대선초등학교,134
A44370614,잠원초등학교,0
A44370701,태장초등학교,62
A44370702,태장초등학교,235
A44370703,대선초등학교,294
A44370704,태장초등학교,53
A44370705,태장초등학교,309
A44374510,대선초등학교,0
A44374606,잠원초등학교,380
A44376808,태장초등학교,182
A44376911,태장초등학교,10
A44377009,태장초등학교,247
A44377707,잠원초등학교,24
A10021470,성남북초등학교,51
A10022065,성남북초등학교,95
A10022077,희망대초등학교,356
A10023197,성남초등학교,263
A10024631,성남신흥초등학교,177
A46170904,희망대초등학교,179
A46172303,희망대초등학교,16
A46172402,희망대초등학교,170
A46181001,희망대초등학교,313
A10028128,성남서초등학교,98
A46119001,성남서초등학교,6
A46119002,성남초등학교,145
A46182001,금빛초등학교,5
A46182002,성남초등학교,139
A46182801,성남서초등학교,14
A10023216,성수초등학교,316
A46118001,성남수정초등학교,335
A46170702,성수초등학교,346
A46170703,성남수정초등학교,188
A46170401,단대초등학교,153
A46170402,단대초등학교,44
A46170403,단대초등학교,6
A46172504,단대초등학교,142
A46180001,단대초등학교,6
A10023228,성남은행초등학교,326
A10023229,성남은행초등학교,368
A46171301,성남양지초등학교,5
A10021312,위례고운초등학교,306
A10024483,위례중앙초등학교,1
A10024817,위례한빛초등학교,279
A10025589,위례한빛초등학교,247
A10026777,위례중앙초등학교,10
A10026944,위례중앙초등학교,80
A10027277,위례푸른초등학교,98
A10027335,위례중앙초등학교,78
A10027509,위례고운초등학교,0
A10027595,위례푸른초등학교,0
A10027709,위례고운초등학교,27
A10027720,위례한빛초등학교,10
A10024122,왕남초등학교,162
A10024914,왕남초등학교,14
A10025350,왕남초등학교,9
A10025391,왕남초등학교,146
A46270703,검단초등학교,301
A46273302,검단초등학교,125
A46282401,성남중앙초등학교,89
A10023752,하원초등학교,75
A10024360,하원초등학교,30
A46270102,하원초등학교,21
A46280001,단남초등학교,18
A46280502,성남동초등학교,0
A46285003,하원초등학교,234
A46215001,상원초등학교,22
A46270901,중부초등학교,0
A46271003,성남은행초등학교,0
A46212002,중원초등학교,0
A46273001,중원초등학교,0
A46273103,상대원초등학교,142
A46273204,상대원초등학교,211
A46280601,상대원초등학교,40
A46280702,상대원초등학교,34
A10027842,성남여수초등학교,91
A46210001,성남여수초등학교,66
A46210002,성남여수초등학교,26
A46208001,도촌초등학교,0
A46208003,도촌초등학교,95
A46275205,도촌초등학교,195
A46275206,도촌초등학교,24
A46275208,도촌초등학교,21
A46271104,대하초등학교,165
A46271105,검단초등학교,340
A46271503,대하초등학교,313
A46273502,대하초등학교,12
A46283801,검단초등학교,61
A46283501,성남제일초등학교,12
A46283502,단남초등학교,134
A46283503,성남제일초등학교,77
A46374703,당촌초등학교,16
A46374805,당촌초등학교,0
A46374904,당촌초등학교,196
A46375006,당촌초등학교,195
A10026318,내정초등학교,0
A46377908,수내초등학교,109
A46385410,초림초등학교,14
A46385411,초림초등학교,105
A46391907,초림초등학교,14
A46392001,초림초등학교,131
A46392104,초림초등학교,14
A46392205,초림초등학교,105
A46392206,초림초등학교,105
A10024109,청솔초등학교,152
A46374428,한솔초등학교,59
A46374429,성남정자초등학교,308
A46375108,불정초등학교,15
A46375119,불정초등학교,37
A46375206,불정초등학교,0
A46375320,불정초등학교,37
A46375607,탄천초등학교,0
A46375711,탄천초등학교,14
A46378521,탄천초등학교,244
A46378626,성남신기초등학교,17
A46381114,성남정자초등학교,297
A46381313,탄천초등학교,55
A46383312,수내초등학교,160
A46383318,불정초등학교,159
A46383323,불정초등학교,168
A46383325,한솔초등학교,0
A46383329,한솔초등학교,14
A46384716,성남정자초등학교,363
A46385822,늘푸른초등학교,26
A46386328,성남정자초등학교,0
A46386703,늘푸른초등학교,239
A46386705,늘푸른초등학교,187
A46386710,늘푸른초등학교,184
A46386717,늘푸른초등학교,22
A46391330,한솔초등학교,57
A46393115,탄천초등학교,55
A46376107,서당초등학교,110
A46376303,서당초등학교,141
A46376502,서당초등학교,0
A46376605,서당초등학교,131
A46376704,서당초등학교,13
A46377208,서현초등학교,0
A46377309,분당초등학교,107
A46377610,서현초등학교,106
A46377706,분당초등학교,0
A46381901,양영초등학교,86
A46373111,성남매송초등학교,14
A46373315,성남매송초등학교,0
A46373404,이매초등학교,190
A46373506,성남매송초등학교,14
A46373614,이매초등학교,196
A46373705,이매초등학교,263
A46379708,안말초등학교,183
A46379807,이매초등학교,14
A46380601,성남매송초등학교,14
A46382903,안말초등학교,0
A46382909,하탑초등학교,162
A46382913,이매초등학교,0
A46382916,하탑초등학교,162
A46383002,안말초등학교,67
A46383010,안말초등학교,172
A46383012,안말초등학교,0
A46383017,안말초등학교,262
A10027088,상탑초등학교,296
A46378822,야탑초등학교,0
A46379226,야탑초등학교,232
A46381709,상탑초등학교,130
A46382710,돌마초등학교,65
A46383501,중탑초등학교,357
A46383519,중탑초등학교,63
A46384017,성남매송초등학교,380
A46391625,중탑초등학교,130
A46391815,중탑초등학교,8
A46392320,돌마초등학교,76
A46392716,돌마초등학교,7
A46392924,하탑초등학교,35
A46393018,돌마초등학교,287
A46393214,중탑초등학교,212
A46394212,상탑초등학교,14
A46394513,상탑초등학교,8
A46341001,판교초등학교,0
A46341003,낙생초등학교,217
A46341004,판교초등학교,10
A46341005,낙생초등학교,368
A46341007,판교초등학교,366
A46341008,판교초등학교,144
A46341012,판교초등학교,373
A46341013,판교초등학교,108
A10020890,보평초등학교,265
A46340001,성남송현초등학교,0
A46340002,성남송현초등학교,47
A46340003,성남송현초등학교,95
A46340004,보평초등학교,11
A46340005,보평초등학교,44
A46340006,성남송현초등학교,54
A46340007,성남송현초등학교,329
A46340008,보평초등학교,41
A46340009,성남송현초등학교,303
A46340010,보평초등학교,290
A46341010,신백현초등학교,51
A46374601,신백현초등학교,283
A46374602,신백현초등학교,31
A46374603,신백현초등학교,212
A46374604,보평초등학교,74
A46374605,신백현초등학교,86
A46374606,보평초등학교,167
A46374607,성남화랑초등학교,0
A46374608,성남화랑초등학교,30
A46371710,청솔초등학교,181
A46371804,청솔초등학교,217
A46372007,늘푸른초등학교,309
A46372305,청솔초등학교,14
A46372312,청솔초등학교,20
A46372411,청솔초등학교,14
A46372509,늘푸른초등학교,127
A46386908,늘푸른초등학교,123
A46394101,청솔초등학교,0
A10023454,불곡초등학교,230
A46370005,구미초등학교,7
A46370313,구미초등학교,114
A46370516,구미초등학교,176
A46370610,구미초등학교,16
A46371417,구미초등학교,83
A46371518,불곡초등학교,19
A46373820,성남미금초등학교,116
A46373915,성남미금초등학교,97
A46374012,성남미금초등학교,30
A46374321,성남미금초등학교,0
A46374323,오리초등학교,14
A46379414,오리초등학교,34
A46393404,불곡초등학교,0
A46393506,불곡초등학교,193
A46344001,운중초등학교,183
A46379102,산운초등학교,263
A46379103,운중초등학교,250
A46379104,산운초등학교,262
A46379105,운중초등학교,51
A46379107,운중초등학교,335
A46379108,산운초등학교,370
A46379110,운중초등학교,138
A10020984,판교대장초등학교,77
A10023326,판교대장초등학교,388
A10021354,신동초등학교,232
A10021609,의정부서초등학교,277
A10023988,경의초등학교,218
A10024129,의정부중앙초등학교,146
A10024738,신동초등학교,333
A10024753,경의초등학교,214
A10025036,의정부서초등학교,360
A10025113,의정부중앙초등학교,255
A10025334,의정부중앙초등학교,110
A10025401,신동초등학교,378
A10025405,경의초등학교,69
A10025407,신동초등학교,275
A10025424,신동초등학교,267
A10025916,의정부호동초등학교,302
A10026117,경의초등학교,270
A10026998,경의초등학교,266
A10027612,의정부중앙초등학교,190
A10027613,의정부중앙초등학교,187
A10028152,의정부서초등학교,200
A48076301,의정부호동초등학교,146
A48084001,신동초등학교,124
A48084401,의정부중앙초등학교,100
A48084701,경의초등학교,396
A10021420,회룡초등학교,54
A10021559,회룡초등학교,372
A10022044,의정부호동초등학교,7
A10022186,회룡초등학교,257
A10023532,호암초등학교,218
A10024931,의정부호동초등학교,230
A10025233,호암초등학교,41
A10025382,호암초등학교,339
A48002001,회룡초등학교,77
A48002003,회룡초등학교,133
A48002005,의정부호동초등학교,370
A48002008,동암초등학교,399
A48002009,동암초등학교,336
A48002010,의정부호동초등학교,300
A48002011,호암초등학교,126
A48002012,회룡초등학교,314
A48002014,의정부호원초등학교,12
A48002016,회룡초등학교,100
A48002018,의정부호원초등학교,66
A48002019,동암초등학교,306
A48002020,회룡초등학교,170
A48002022,의정부호동초등학교,125
A48002023,의정부호동초등학교,61
A48002024,의정부호동초등학교,185
A48002025,회룡초등학교,226
A48002026,의정부호원초등학교,168
A48002027,회룡초등학교,271
A48002028,동암초등학교,360
A48002029,의정부호동초등학교,108
A48002030,의정부호동초등학교,51
A48002031,호암초등학교,87
A48002032,의정부호동초등학교,307
A48002033,의정부호동초등학교,10
A48002034,호암초등학교,334
A48002035,호암초등학교,191
A48002036,의정부호원초등학교,136
A48002037,동암초등학교,306
A48077201,의정부호원초등학교,242
A48077202,의정부호동초등학교,246
A48086801,의정부호원초등학교,9
A10025742,동암초등학교,99
A10025882,동암초등학교,0
A48003001,의정부장암초등학교,148
A48003008,의정부장암초등학교,0
A48073504,의정부장암초등학교,35
A48076706,동암초등학교,75
A48077007,의정부장암초등학교,0
A48093803,서울누원초등학교,387
A48093804,서울누원초등학교,215
A10021364,의정부신곡초등학교,15
A10021579,의정부초등학교,258
A10024700,새말초등학교,70
A10026667,새말초등학교,218
A48007001,새말초등학교,290
A48007003,어룡초등학교,13
A48007101,신동초등학교,205
A48007111,의정부청룡초등학교,193
A48007113,의정부청룡초등학교,202
A48007117,발곡초등학교,0
A48007213,의정부신곡초등학교,133
A48007216,동오초등학교,0
A48072616,발곡초등학교,88
A48072806,의정부초등학교,150
A48072912,의정부초등학교,168
A48073114,의정부청룡초등학교,396
A48073415,의정부장암초등학교,20
A48074005,의정부신곡초등학교,1
A48074101,의정부신곡초등학교,71
A48074303,동오초등학교,20
A48074404,의정부신곡초등학교,36
A48074711,신동초등학교,121
A48074806,신동초등학교,122
A48076401,신동초등학교,119
A48076402,신동초등학교,9
A48076404,동오초등학교,22
A48079904,신동초등학교,25
A48086409,의정부효자초등학교,53
A48091214,새말초등학교,135
A48091312,의정부효자초등학교,85
A48093410,신동초등학교,0
A48093510,동오초등학교,213
A48093615,신동초등학교,175
A10024736,의정부용현초등학교,154
A10025436,의정부용현초등학교,85
A48074207,의정부용현초등학교,206
A48074210,의정부용현초등학교,145
A48075006,의정부부용초등학교,260
A48075008,솔뫼초등학교,256
A48075411,솔뫼초등학교,360
A48075605,솔뫼초등학교,341
A48075912,의정부부용초등학교,270
A48076008,솔뫼초등학교,43
A48083809,의정부용현초등학교,350
A48090113,어룡초등학교,8
A10026072,삼현초등학교,52
A10026530,삼현초등학교,27
A10026643,삼현초등학교,0
A10026920,의정부송산초등학교,1
A10027634,삼현초등학교,313
A48071301,삼현초등학교,0
A48071412,민락초등학교,128
A48071611,의정부부용초등학교,144
A48071910,민락초등학교,138
A48075007,삼현초등학교,100
A48086102,민락초등학교,0
A48086104,의정부부용초등학교,138
A48086113,민락초등학교,13
A48086201,오동초등학교,152
A48086306,의정부부용초등학교,0
A48090209,오동초등학교,203
A48090315,오동초등학교,9
A48090408,의정부부용초등학교,62
A48090505,오동초등학교,122
A48090703,의정부용현초등학교,56
A48093307,오동초등학교,7
A10025848,송양초등학교,131
A10025971,송양초등학교,214
A10026665,송양초등학교,313
A10026704,송양초등학교,253
A10026796,의정부송산초등학교,334
A10027220,의정부송산초등학교,298
A10027388,의정부송산초등학교,57
A10027975,송양초등학교,26
A48008001,송양초등학교,0
A10026030,동오초등학교,301
A48086509,의순초등학교,142
A48092306,금오초등학교,334
A48092607,동오초등학교,294
A48092612,동오초등학교,307
A48093010,의순초등학교,0
A10021727,가능초등학교,228
A48010001,의정부서초등학교,186
A48080001,배영초등학교,169
A48081502,가능초등학교,245
A10025897,녹양초등학교,290
A48012005,녹양초등학교,0
A48012009,녹양초등학교,149
A48071008,녹양초등학교,289
A48082604,녹양초등학교,203
A48090811,녹양초등학교,261
A48093103,버들개초등학교,43
A48093202,버들개초등학교,49
A10023596,고산초등학교,10
A10021017,안양초등학교,61
A10021746,신안초등학교,9
A10024178,덕천초등학교,237
A10026351,신안초등학교,180
A10027336,덕천초등학교,36
A43001002,만안초등학교,261
A43001003,안일초등학교,267
A43001005,신안초등학교,47
A43071005,안일초등학교,0
A43071202,안일초등학교,121
A43071701,안양서초등학교,192
A43073101,명학초등학교,283
A43075306,안일초등학교,342
A43075603,안양서초등학교,207
A43081502,덕천초등학교,1
A43081801,관모초등학교,43
A43083401,신안초등학교,384
A43083402,신안초등학교,232
A43083502,신안초등학교,309
A43083603,안양서초등학교,202
A43083604,안양양지초등학교,43
A43083607,신안초등학교,346
A43084203,안양서초등학교,30
A43084204,안양서초등학교,272
A43085501,신안초등학교,280
A43070506,삼성초등학교,355
A43070603,화창초등학교,260
A43070605,연현초등학교,20
A43070705,연현초등학교,60
A43070804,삼성초등학교,263
A43070902,석수초등학교,105
A43070903,석수초등학교,247
A43073804,삼성초등학교,0
A43076003,삼성초등학교,68
A43080402,삼성초등학교,64
A43080405,삼성초등학교,59
A43080701,화창초등학교,50
A10026687,삼봉초등학교,240
A43003001,삼봉초등학교,18
A43003002,삼봉초등학교,344
A43070306,박달초등학교,311
A43072203,박달초등학교,292
A43080001,박달초등학교,365
A43080207,삼봉초등학교,9
A43080302,박달초등학교,16
A43080304,박달초등학교,62
A43084801,박달초등학교,143
A43105001,샘모루초등학교,6
A43105004,샘모루초등학교,251
A43105102,안양동초등학교,51
A43171903,달안초등학교,26
A43173101,희성초등학교,157
A43173304,안양부흥초등학교,31
A43173403,안양부흥초등학교,25
A43173602,안양중앙초등학교,257
A43175702,안양부흥초등학교,171
A43175801,안양중앙초등학교,102
A43176201,안양중앙초등학교,7
A43178907,안양부흥초등학교,1
A43181101,희성초등학교,8
A43181102,희성초등학교,11
A43181605,안양부흥초등학교,1
A43181606,안양부흥초등학교,20
A43182003,안양중앙초등학교,197
A10027233,부림초등학교,94
A43106002,안양부안초등학교,11
A43106003,부림초등학교,10
A43106004,해오름초등학교,26
A43106005,해오름초등학교,25
A43106006,해오름초등학교,33
A43106007,해오름초등학교,168
A43106008,부림초등학교,338
A43171401,관양초등학교,59
A43171701,인덕원초등학교,1
A43172905,안양부안초등학교,25
A43173004,안양부안초등학교,34
A43178101,안양부안초등학교,12
A43178203,안양부안초등학교,18
A43178402,부림초등학교,95
A43181406,부림초등학교,75
A10021440,벌말초등학교,176
A43107001,벌말초등학교,320
A43107002,나눔초등학교,10
A43107003,벌말초등학교,29
A43107006,평촌초등학교,244
A43107007,벌말초등학교,6
A43170603,민백초등학교,11
A43170702,귀인초등학교,1
A43170807,귀인초등학교,11
A43170906,민백초등학교,1
A43171008,귀인초등학교,100
A43171305,민백초등학교,38
A43174208,귀인초등학교,31
A43174209,귀인초등학교,65
A43174404,민백초등학교,184
A43174605,동안초등학교,25
A43174707,동안초등학교,194
A43175501,벌말초등학교,262
A43176901,민백초등학교,82
A43176904,민백초등학교,11
A43179302,평촌초등학교,10
A43179403,평촌초등학교,42
A43179506,평촌초등학교,9
A43179705,나눔초등학교,21
A43182901,동안초등학교,0
A43182909,동안초등학교,49
A10020480,호계초등학교,236
A10022189,호계초등학교,0
A10022422,호성초등학교,387
A10022887,호계초등학교,364
A10023559,호원초등학교,161
A10023850,호성초등학교,287
A10024427,호원초등학교,16
A10025336,안양덕현초등학교,177
A10026306,안양덕현초등학교,94
A10027885,호원초등학교,4
A43108001,호성초등학교,52
A43108002,호계초등학교,68
A43108005,범계초등학교,82
A43108009,범계초등학교,144
A43108010,호성초등학교,260
A43108011,호원초등학교,0
A43108013,호성초등학교,265
A43108304,호성초등학교,263
A43170201,안양남초등학교,183
A43170303,안양남초등학교,1
A43170402,안양남초등학교,9
A43172201,평촌초등학교,240
A43173804,안양신기초등학교,85
A43173902,안양신기초등학교,57
A43174001,안양신기초등학교,0
A43174105,안양신기초등학교,231
A43175108,호원초등학교,0
A43175109,호계초등학교,147
A43176406,호성초등학교,18
A43176503,호계초등학교,301
A43177403,범계초등학교,46
A43177507,범계초등학교,9
A43177605,범계초등학교,25
A43179103,안양신기초등학교,25
A43179104,안양신기초등학교,33
A43179105,안양신기초등학교,25
A43181206,범계초등학교,51
A43181302,평촌초등학교,244
A43183405,호성초등학교,20
A43183606,호계초등학교,116
A43183702,호계초등학교,161
A43183704,호계초등학교,0
A43190103,호성초등학교,150
A10021456,광일초등학교,306
A10021882,광일초등학교,9
A10024531,광문초등학교,350
A42301001,광명남초등학교,193
A42301002,광명서초등학교,123
A42301501,광명서초등학교,14
A42376401,광일초등학교,16
A42377301,광일초등학교,296
A42377601,광일초등학교,224
A42381901,광문초등학교,165
A42381902,광문초등학교,101
