kaptCode,schul_nm,schul_dstnc
A10026631,배곧라온초등학교,39
A10026723,배곧한울초등학교,42
A10026846,배곧한울초등학교,103
A10026847,배곧누리초등학교,22
A10027300,배곧초등학교,81
A10027450,배곧초등학교,84
A10027886,배곧초등학교,29
A10027950,배곧초등학교,150
A10021267,군포초등학교,0
A10022491,당동초등학교,157
A10023523,군포옥천초등학교,234
A10025073,군포초등학교,66
A10025200,당동초등학교,10
A43501002,군포초등학교,44
A43501003,군포초등학교,103
A43501004,당동초등학교,20
A43501005,군포초등학교,193
A43501006,용호초등학교,22
A43501007,용호초등학교,174
A43501008,당동초등학교,210
A43501009,당동초등학교,132
A43501012,군포신기초등학교,84
A43501014,군포신기초등학교,196
A43572101,용호초등학교,22
A43572203,군포옥천초등학교,14
A43572302,군포옥천초등학교,12
A43503003,당정초등학교,171
A43573201,당정초등학교,175
A43573202,당정초등학교,251
A43577404,당정초등학교,375
A43583105,당정초등학교,21
A43583301,당정초등학교,69
A43501010,군포신기초등학교,59
A43501013,군포신기초등학교,23
A43573701,부곡중앙초등학교,198
A43573702,부곡중앙초등학교,32
A43573705,부곡중앙초등학교,16
A43573706,군포신기초등학교,353
A43573707,군포신기초등학교,44
A43504001,광정초등학교,104
A43504003,광정초등학교,190
A43504004,도장초등학교,4
A43504005,수리초등학교,21
A43504006,신흥초등학교,119
A43504007,도장초등학교,4
A43504008,관모초등학교,9
A43570403,광정초등학교,1
A43570601,태을초등학교,331
A43570702,신흥초등학교,1
A43570905,광정초등학교,190
A43571004,태을초등학교,44
A43572403,궁내초등학교,163
A43572706,둔전초등학교,1
A43572904,수리초등학교,186
A43573005,궁내초등학교,114
A43573107,둔전초등학교,15
A43573904,관모초등학교,9
A43574003,금정초등학교,101
A43574301,산본초등학교,9
A43574502,곡란초등학교,18
A43574805,광정초등학교,13
A43574905,도장초등학교,1
A43575102,능내초등학교,1
A43575201,능내초등학교,252
A43575304,능내초등학교,231
A43575403,능내초등학교,72
A43575904,오금초등학교,1
A43576005,오금초등학교,2
A43576807,곡란초등학교,10
A43576808,산본초등학교,0
A43582102,궁내초등학교,19
A43582201,둔전초등학교,42
A43583802,관모초등학교,51
A43583901,관모초등학교,249
A43584303,한얼초등학교,7
A43584904,태을초등학교,300
A43505003,군포화산초등학교,5
A43505004,군포화산초등학교,44
A43575501,흥진초등학교,230
A43575706,흥진초등학교,109
A43575803,흥진초등학교,1
A43576205,군포양정초등학교,141
A43576304,군포양정초등학교,57
A43576503,군포화산초등학교,44
A43576601,군포양정초등학교,144
A43576702,군포양정초등학교,0
A43582405,흥진초등학교,1
A43582406,군포양정초등학교,29
A43582502,금정초등학교,8
A43506001,군포대야초등학교,267
A43506002,군포대야초등학교,255
A43506004,둔대초등학교,298
A10025244,송안초등학교,244
A10025364,송안초등학교,345
A10025389,송안초등학교,9
A10025864,송안초등학교,279
A10025954,송안초등학교,48
A10026533,송안초등학교,133
A10024662,왕곡초등학교,399
A10021848,의왕부곡초등학교,345
A10025037,의왕덕성초등학교,13
A10025055,의왕덕성초등학교,88
A43704008,의왕덕성초등학교,121
A43771701,의왕부곡초등학교,326
A43772307,의왕부곡초등학교,8
A43772311,의왕부곡초등학교,145
A43772409,의왕부곡초등학교,383
A43775110,의왕덕성초등학교,142
A43776912,의왕덕성초등학교,184
A43781506,의왕덕성초등학교,184
A43702005,왕곡초등학교,24
A43773703,왕곡초등학교,171
A43773804,왕곡초등학교,176
A43774102,왕곡초등학교,9
A43774201,왕곡초등학교,11
A10025698,고천초등학교,103
A43707016,모락초등학교,9
A43772502,고천초등학교,376
A43772723,오전초등학교,15
A43772811,오전초등학교,30
A43772917,오전초등학교,145
A43773321,모락초등학교,367
A43773420,의왕초등학교,222
A43775218,의왕초등학교,34
A43775415,의왕초등학교,186
A43775513,고천초등학교,225
A43775622,의왕초등학교,36
A43777024,의왕초등학교,0
A43781805,모락초등학교,230
A43781808,모락초등학교,359
A43782103,고천초등학교,226
A43782106,모락초등학교,0
A43782119,모락초등학교,85
A43782204,고천초등학교,89
A10024934,백운초등학교,246
A43708001,갈뫼초등학교,46
A43708003,갈뫼초등학교,135
A43708004,백운초등학교,85
A43708006,갈뫼초등학교,23
A43708007,백운초등학교,54
A43708008,백운초등학교,0
A43770702,내동초등학교,188
A43770703,내동초등학교,151
A43771204,갈뫼초등학교,15
A43776501,갈뫼초등학교,19
A43776703,갈뫼초등학교,20
A10023727,덕장초등학교,196
A43711001,덕장초등학교,18
A43711002,덕장초등학교,233
A43777203,덕장초등학교,54
A43777204,덕장초등학교,30
A43774502,내동초등학교,221
A43774503,내동초등학교,96
A43774504,내동초등학교,97
A43774505,포일초등학교,51
A43774506,포일초등학교,271
A43774507,포일초등학교,36
A43774508,포일초등학교,282
A43774509,포일초등학교,46
A43774605,인덕원초등학교,2
A43774801,내동초등학교,250
A43777104,내동초등학교,294
A43783103,벌말초등학교,4
A46512001,하남초등학교,143
A46512002,하남초등학교,0
A46571004,창우초등학교,0
A46571103,하남초등학교,20
A10022435,신장초등학교,41
A10024119,신장초등학교,189
A10025930,신평초등학교,10
A10026837,신평초등학교,171
A46503001,창우초등학교,214
A46503002,신평초등학교,216
A46503003,신평초등학교,23
A46503201,하남천현초등학교,268
A46570703,하남천현초등학교,61
A46570804,신평초등학교,123
A46570905,하남천현초등학교,124
A46571502,신평초등학교,378
A46572201,창우초등학교,15
A46572202,하남천현초등학교,207
A10025534,덕풍초등학교,129
A10027368,신장초등학교,285
A46501001,나룰초등학교,133
A46501004,하남풍산초등학교,100
A46501005,하남풍산초등학교,28
A46501007,나룰초등학교,35
A46501201,덕풍초등학교,0
A46501301,나룰초등학교,135
A46501304,나룰초등학교,19
A46501305,하남풍산초등학교,114
A46501306,하남풍산초등학교,53
A46501308,나룰초등학교,28
A46570205,동부초등학교,361
A46570304,동부초등학교,373
A46570401,동부초등학교,165
A46570503,덕풍초등학교,95
A46571303,동부초등학교,363
A46571403,신장초등학교,76
A46571605,덕풍초등학교,0
A46572006,동부초등학교,123
A46580001,나룰초등학교,34
A46580302,덕풍초등학교,329
A10025941,미사중앙초등학교,362
A10026105,미사초등학교,38
A10026619,미사중앙초등학교,7
A10026784,미사중앙초등학교,39
A10027180,망월초등학교,168
A10027379,윤슬초등학교,14
A10027476,윤슬초등학교,1
A10027514,윤슬초등학교,22
A10027537,윤슬초등학교,29
A10027691,미사초등학교,278
A10027782,망월초등학교,121
A10027846,미사초등학교,0
A10028139,미사중앙초등학교,40
A10028157,미사초등학교,147
A10028200,미사초등학교,41
A10024890,덕풍초등학교,335
A10025667,한홀초등학교,21
A10025739,청아초등학교,100
A10025947,청아초등학교,0
A10025953,덕풍초등학교,93
A10025966,청아초등학교,15
A10025991,덕풍초등학교,211
A10026131,청아초등학교,232
A10026501,한홀초등학교,86
A10026707,한홀초등학교,10
A10027116,한홀초등학교,0
A10027308,청아초등학교,107
A10027552,한홀초등학교,29
A10026040,망월초등학교,306
A10026523,망월초등학교,41
A10026806,망월초등학교,305
A10027344,미사강변초등학교,29
A10027359,미사강변초등학교,15
A10027385,미사강변초등학교,14
A10028065,망월초등학교,48
A10024472,신우초등학교,0
A10024644,신우초등학교,3
A10024895,신우초등학교,49
A10024992,신우초등학교,3
A10021515,단샘초등학교,101
A10023672,신우초등학교,243
A10023676,신우초등학교,174
A10024045,단샘초등학교,373
A10024051,신우초등학교,63
A10024104,단샘초등학교,21
A10024382,감일초등학교,100
A10024388,감일초등학교,187
A10024569,단샘초등학교,20
A10024941,감일초등학교,11
A10025339,감일초등학교,100
A10023410,위례숲초등학교,79
A10023583,위례숲초등학교,34
A10023953,위례숲초등학교,0
A10024124,위례숲초등학교,30
A10024247,위례숲초등학교,171
A10024304,위례숲초등학교,162
A10024378,위례숲초등학교,280
A10027070,위례초등학교,197
A10027546,위례초등학교,148
A10027686,위례초등학교,104
A10027715,위례초등학교,374
A10027741,위례초등학교,36
A10026022,용인초등학교,350
A10026993,용인초등학교,352
A44902002,역북초등학교,359
A44902003,역북초등학교,33
A44970501,역북초등학교,254
A10026217,함박초등학교,160
A10026630,함박초등학교,1
A10026640,함박초등학교,93
A10026765,함박초등학교,218
A44972201,역북초등학교,19
A44972202,역북초등학교,19
A44972203,역북초등학교,147
A44971803,삼가초등학교,100
A44980404,삼가초등학교,7
A44980405,삼가초등학교,144
A44980406,삼가초등학교,303
A44980407,삼가초등학교,56
A10025660,고진초등학교,25
A44901002,용인둔전초등학교,264
A44901004,고림초등학교,20
A44974208,고림초등학교,164
A44974307,고림초등학교,274
A44978805,용인둔전초등학교,212
A44904004,용마초등학교,231
A44904005,용마초등학교,16
A44978701,용마초등학교,83
A44978703,용마초등학교,109
A44981101,둔전제일초등학교,12
A44985101,왕산초등학교,191
A44985401,왕산초등학교,192
A44983101,송전초등학교,124
A44983301,용천초등학교,151
A44983602,용인이동초등학교,98
A44983604,용인이동초등학교,0
A10026178,남곡초등학교,99
A44982301,양지초등학교,96
A10025253,신갈초등학교,198
A10025541,신갈초등학교,260
A10026407,신갈초등학교,270
A44658412,산양초등학교,35
A44658413,용인신릉초등학교,306
A44658414,산양초등학교,27
A44658415,신갈초등학교,82
A44658506,관곡초등학교,307
A44658601,용인신릉초등학교,150
A44658609,용인신릉초등학교,249
A44658715,용인신릉초등학교,19
A44658807,언남초등학교,0
A44658814,언남초등학교,25
A44658913,산양초등학교,15
A44659508,신갈초등학교,147
A44659803,산양초등학교,246
A44673805,산양초등학교,272
A44695211,산양초등학교,135
A10021846,성지초등학교,0
A10026005,용인한얼초등학교,33
A10026083,용인한얼초등학교,399
A10026215,용인한얼초등학교,147
A10026636,구갈초등학교,370
A44657809,갈곡초등학교,24
A44658008,갈곡초등학교,1
A44658010,갈곡초등학교,241
A44659306,관곡초등학교,9
A44673303,구갈초등학교,134
A44673401,구갈초등학교,61
A44673402,구갈초등학교,125
A44673507,구갈초등학교,68
A44673512,구갈초등학교,124
A44673613,구갈초등학교,6
A44695102,구갈초등학교,15
A10023426,보라초등학교,383
A44695601,상갈초등학교,0
A44695607,보라초등학교,29
A44695802,상갈초등학교,154
A44695803,상갈초등학교,11
A44695804,보라초등학교,22
A10025465,나곡초등학교,190
A44658209,나곡초등학교,0
A44658307,나산초등학교,102
A44673703,나산초등학교,154
A44690402,나산초등학교,183
A44690404,나산초등학교,11
A44690405,나산초등학교,25
A44690406,나산초등학교,161
A44695410,나곡초등학교,0
A44695508,나곡초등학교,71
A44659201,지곡초등학교,24
A44679602,공세초등학교,270
A44679604,기흥초등학교,367
A44690203,용인한일초등학교,9
A44690205,용인한일초등학교,34
A44695002,용인한일초등학교,292
A44673102,기흥초등학교,145
A44673103,기흥초등학교,82
A44673204,기흥초등학교,47
A44690101,기흥초등학교,185
A10026701,서천초등학교,123
A10026964,서천초등학교,182
A10027304,서농초등학교,25
A10027657,서농초등학교,49
A44670101,서천초등학교,204
A44670102,서농초등학교,317
A44670103,서농초등학교,183
A44670104,서농초등학교,251
A44690601,서천초등학교,190
A44695902,서천초등학교,0
A10025178,청곡초등학교,161
A10025587,청곡초등학교,96
A44659101,청곡초등학교,38
A44659102,청곡초등학교,19
A44674004,청곡초등학교,175
A44674105,청곡초등학교,4
A44678702,샘말초등학교,0
A44678703,샘말초등학교,352
A44678704,흥덕초등학교,121
A44678705,흥덕초등학교,169
A44678706,샘말초등학교,201
A44678708,석현초등학교,0
A44678709,석현초등학교,31
A44678710,흥덕초등학교,393
A44678711,샘말초등학교,43
A44678712,샘말초등학교,285
A44678713,샘말초등학교,22
A44690806,흥덕초등학교,190
A44696703,흥덕초등학교,323
A10026498,언동초등학교,216
A44657104,언동초등학교,223
A44657106,언동초등학교,349
A44657207,구성초등학교,130
A44670301,언동초등학교,374
A44679205,언남초등학교,24
A44691003,언동초등학교,333
A10026300,구성초등학교,15
A10027214,구성초등학교,40
A44655607,교동초등학교,331
A44655712,마성초등학교,0
A44655801,마북초등학교,233
A44655902,구성초등학교,26
A44655904,마성초등학교,1
A44656209,교동초등학교,135
A44656211,교동초등학교,0
A44677102,교동초등학교,216
A44677103,교동초등학교,56
A44677104,구성초등학교,15
A44677208,교동초등학교,147
A44691203,교동초등학교,372
A44693605,마북초등학교,0
A44693706,마북초등학교,21
A44693813,마북초등학교,14
A44657504,청덕초등학교,23
A44657505,청덕초등학교,75
A44657506,청덕초등학교,240
A44657507,청덕초등학교,126
A44691501,청덕초등학교,304
A44691502,청덕초등학교,232
A44691504,청덕초등학교,259
A44691505,청덕초등학교,329
A44691506,청덕초등학교,3
A44672003,용인백현초등학교,82
A44672016,용인백현초등학교,1
A44672102,동백초등학교,212
A44672104,용인백현초등학교,61
A44672214,동막초등학교,24
A44672805,동백초등학교,58
A44674410,동막초등학교,3
A44674515,용인백현초등학교,43
A44674712,동백초등학교,48
A44674813,용인백현초등학교,24
A44674909,용인백현초등학교,68
A44679510,동백초등학교,20
A44691101,동막초등학교,98
A44691106,동막초등학교,212
A44691107,어정초등학교,231
A44691108,동백초등학교,102
A44691111,어정초등학교,393
A44691117,동막초등학교,60
A44691118,용인백현초등학교,209
A10025674,중일초등학교,128
A44657406,어정초등학교,213
A44670701,중일초등학교,286
A44671707,석성초등학교,13
A44671805,초당초등학교,28
A44671816,초당초등학교,185
A44674613,동백초등학교,298
A44675001,석성초등학교,1
A44675112,초당초등학교,56
A44675301,중일초등학교,23
A44675303,어정초등학교,53
A44675304,초당초등학교,56
A44675411,석성초등학교,131
A44679103,동백초등학교,220
A44691604,어정초등학교,58
A44691608,석성초등학교,248
A44691609,석성초등학교,202
A44691615,동백초등학교,27
A44656806,지석초등학교,1
A44658108,갈곡초등학교,380
A44671901,갈곡초등학교,29
A44671902,지석초등학교,52
A44677402,상하초등학교,79
A44677505,지석초등학교,168
A44691407,상하초등학교,150
A44691704,상하초등학교,0
A44694209,상하초등학교,0
A44656506,이현초등학교,126
A44656607,보정초등학교,15
A44656712,독정초등학교,19
A44677015,보정초등학교,20
A44677016,보정초등학교,235
A44677017,마북초등학교,110
A44679308,마북초등학교,161
A44691301,독정초등학교,378
A44691302,보정초등학교,272
A44691303,독정초등학교,2
A44691304,보정초등학교,297
A44693909,마북초등학교,1
A44694013,보정초등학교,82
A44697610,독정초등학교,334
A10026839,수지초등학교,12
A10027717,풍덕초등학교,228
A44817001,풍덕초등학교,201
A44817003,풍천초등학교,4
A44817004,풍천초등학교,77
A44817101,토월초등학교,362
A44855001,수지초등학교,243
A44855005,수지초등학교,103
A44875603,정평초등학교,150
A44875904,토월초등학교,397
A44876107,토월초등학교,56
A44876205,토월초등학교,92
A44876303,토월초등학교,89
A44876411,풍덕초등학교,8
A44876510,풍덕초등학교,0
A44876702,토월초등학교,112
A44876808,토월초등학교,0
A44878309,토월초등학교,118
A44878406,풍덕초등학교,183
A44878510,풍천초등학교,0
A44897804,정평초등학교,36
A44898708,신월초등학교,36
A44898902,정평초등학교,26
A44899006,정평초등학교,0
A44899101,정평초등학교,108
A44899102,정평초등학교,83
A44899103,수지초등학교,10
A44899104,풍천초등학교,344
A44899105,수지초등학교,0
A44899106,정평초등학교,203
A44899209,신월초등학교,176
A44899307,신월초등학교,6
A10023161,대현초등학교,94
A10024338,용인대일초등학교,350
A10026141,대현초등학교,1
A10026791,현암초등학교,11
A44816001,죽전초등학교,79
A44816003,죽전초등학교,29
A44816006,용인대일초등학교,63
A44816007,대지초등학교,204
A44816008,용인신촌초등학교,105
A44816009,용인대일초등학교,132
A44816010,용인대일초등학교,42
A44816012,현암초등학교,38
A44816014,용인대일초등학교,30
A44816015,죽전초등학교,188
A44816016,대청초등학교,132
A44816017,대지초등학교,0
A44816019,현암초등학교,92
A44816020,용인신촌초등학교,45
A44816021,용인신촌초등학교,5
A44816101,대청초등학교,61
A44816104,현암초등학교,125
A44816108,용인대일초등학교,186
A44853819,대청초등학교,20
A44854016,현암초등학교,58
A44854110,용인신촌초등학교,15
A44854211,용인대일초등학교,81
A44854215,현암초등학교,241
A44854309,대지초등학교,10
A44854505,용인신촌초등학교,109
A44854601,대현초등학교,288
A44854807,죽전초등학교,9
A44875107,대지초등학교,183
A44875411,죽전초등학교,370
A44875506,대현초등학교,99
A44875508,대현초등학교,1
A44875509,대현초등학교,223
A44875510,대현초등학교,99
A44876902,죽전초등학교,3
A44876904,죽전초등학교,79
A44879317,용인신촌초등학교,51
A44879606,대지초등학교,166
A44895021,대지초등학교,11
A44897114,대지초등학교,164
A44897120,용인대덕초등학교,40
A44897218,용인신촌초등학교,105
A44897402,용인신촌초등학교,369
A44898312,용인신촌초등학교,40
A44898513,현암초등학교,23
A10024930,풍덕초등학교,245
A10025376,풍덕초등학교,375
A10026122,용인한빛초등학교,271
A44812002,동천초등학교,336
A44812004,손곡초등학교,273
A44812009,손곡초등학교,12
A44812014,동천초등학교,274
A44851004,용인한빛초등학교,0
A44851005,용인한빛초등학교,71
A44851006,용인한빛초등학교,23
A44851007,용인한빛초등학교,26
A44851111,손곡초등학교,290
A44851113,손곡초등학교,70
A44851206,손곡초등학교,23
A44851210,손곡초등학교,20
A44851412,손곡초등학교,0
A44874401,손곡초등학교,109
A44874405,손곡초등학교,234
A10023742,용인신봉초등학교,246
A10025673,용인신봉초등학교,72
A44815004,성복초등학교,79
A44815007,신일초등학교,243
A44815008,신일초등학교,243
A44815010,신일초등학교,7
A44815011,홍천초등학교,0
A44853503,신리초등학교,41
A44853509,신리초등학교,72
A44853601,신리초등학교,156
A44853602,신리초등학교,151
A44853605,신리초등학교,0
A44853606,용인신봉초등학교,87
A44853607,용인신봉초등학교,259
A44853608,용인신봉초등학교,191
A44853609,용인신봉초등학교,160
A44853610,용인신봉초등학교,0
A10024775,매봉초등학교,4
A10025412,수지초등학교,245
A10025987,효자초등학교,239
A44814002,효자초등학교,53
A44853005,효자초등학교,23
A44853108,성복초등학교,172
A44853206,효자초등학교,84
A44898007,성복초등학교,11
A44898103,매봉초등학교,204
A44898202,성복초등학교,114
A44898203,효자초등학교,326
A44898204,성서초등학교,54
A44898205,효자초등학교,1
A44898206,성서초등학교,0
A44898208,성서초등학교,40
A44898209,효자초등학교,92
A44898210,성서초등학교,276
A44898211,성서초등학교,230
A10021526,상현초등학교,395
A10024390,서원초등학교,267
A10026428,매봉초등학교,287
A10026933,솔개초등학교,245
A10027047,이현초등학교,266
A44813001,용인심곡초등학교,0
A44813002,용인심곡초등학교,57
A44813003,상현초등학교,0
A44813004,서원초등학교,0
A44813005,용인심곡초등학교,0
A44813006,용인심곡초등학교,13
A44813009,용인심곡초등학교,7
A44813010,새빛초등학교,89
A44813011,새빛초등학교,49
A44813012,새빛초등학교,312
A44813013,새빛초등학교,189
A44813014,서원초등학교,121
A44851501,서원초등학교,199
A44851503,솔개초등학교,0
A44851508,서원초등학교,21
A44851509,솔개초등학교,20
A44851510,매봉초등학교,6
A44851511,새빛초등학교,68
A44851512,서원초등학교,24
A44851604,솔개초등학교,229
A44851609,솔개초등학교,83
A44851610,솔개초등학교,24
A44851611,이현초등학교,105
A44851612,소현초등학교,118
A44851707,이현초등학교,112
A44851802,서원초등학교,0
A44851805,솔개초등학교,254
A44851913,서원초등학교,153
A44852108,상현초등학교,194
A44852214,서원초등학교,0
A44852301,상현초등학교,132
A44852403,상현초등학교,53
A44852511,서원초등학교,263
A44852602,상현초등학교,18
A44852804,매봉초등학교,216
A44872712,솔개초등학교,0
A44874606,상현초등학교,392
A10021661,금신초등학교,345
A10021906,금신초등학교,133
A10023960,금촌초등학교,343
A41301001,금신초등학교,187
A41301004,금릉초등학교,220
A41301005,금릉초등학교,161
A41301006,금화초등학교,23
A41301008,금릉초등학교,157
A41301011,금신초등학교,250
A41301012,새금초등학교,107
A41301013,금릉초등학교,164
A41301017,금화초등학교,0
A41301019,금화초등학교,89
A41301020,금신초등학교,220
A41370504,새금초등학교,0
A41370505,금화초등학교,67
A41370506,새금초등학교,108
A41370507,금화초등학교,87
A41370508,금릉초등학교,1
A41380305,금신초등학교,330
A41382602,금화초등학교,49
A41382603,금향초등학교,0
A41380309,파주송화초등학교,7
A10026308,와석초등학교,86
A10026676,와석초등학교,240
A41383121,한빛초등학교,0
A41383124,한빛초등학교,0
A41383140,운정초등학교,16
A41383141,운정초등학교,273
A41383142,운정초등학교,0
A41383144,한빛초등학교,232
A41383514,와석초등학교,0
A41383212,청석초등학교,18
A41383216,청석초등학교,0
A10023783,초롱초등학교,335
A10024716,동패초등학교,0
A41378703,석곶초등학교,17
A41383125,운광초등학교,40
A41383129,운광초등학교,151
A41383133,운광초등학교,0
A41383138,운광초등학교,0
A41383139,운광초등학교,50
A41383301,석곶초등학교,102
A41383304,석곶초등학교,375
A41383305,문발초등학교,315
A41383307,두일초등학교,343
A41383309,석곶초등학교,205
A41383311,석곶초등학교,0
A41383317,동패초등학교,138
A41383122,문발초등학교,186
A41383123,문발초등학교,1
A41383202,문발초등학교,156
A10025022,청암초등학교,250
A10026136,산내초등학교,171
A10026149,산내초등학교,1
A10026541,산들초등학교,16
A10026683,산들초등학교,243
A41311001,가온초등학교,23
A41311002,산들초등학교,0
A41383128,가온초등학교,116
A41383130,해솔초등학교,78
A41383136,해솔초등학교,114
A41383146,청암초등학교,46
A41383213,청암초등학교,0
A41383306,산내초등학교,169
A41383318,해솔초등학교,34
A41383319,해솔초등학교,37
A41319001,지산초등학교,218
A41319002,가온초등학교,74
A41383126,한가람초등학교,0
A41383131,한가람초등학교,22
A41383132,파주와동초등학교,43
A41383134,파주와동초등학교,41
A41383135,파주와동초등학교,212
A41383137,지산초등학교,145
A41383143,한가람초등학교,84
A41383145,지산초등학교,33
A41383310,한가람초등학교,25
A41383315,파주와동초등학교,35
A41390102,문산초등학교,202
A41390104,임진초등학교,24
A41390105,임진초등학교,53
A41390115,임진초등학교,8
A41390402,임진초등학교,38
A41390404,임진초등학교,255
A41390409,문산초등학교,142
A10021398,문산초등학교,221
A41390106,자유초등학교,0
A41390108,자유초등학교,0
A41390113,문산초등학교,265
A41390114,문산초등학교,255
A41390207,문산초등학교,58
A41390214,문산초등학교,61
A10021447,자유초등학교,261
A41390109,문산동초등학교,1
A41390110,문산동초등학교,376
A41390111,문산동초등학교,252
A41390203,문산동초등학교,396
A41390615,문산동초등학교,48
A41386102,파주초등학교,380
A41386101,연풍초등학교,54
A10025155,천현초등학교,113
A10021602,봉일천초등학교,218
A10021984,봉일천초등학교,206
A10027374,봉일천초등학교,297
A41382101,봉일천초등학교,197
A41382301,봉일천초등학교,366
A41382302,봉일천초등학교,268
A41382303,봉일천초등학교,150
A41382304,봉일천초등학교,365
A41373807,파주대원초등학교,18
A41385401,신산초등학교,123
A10021703,이천초등학교,101
A10023946,설봉초등학교,57
A46772601,설봉초등학교,139
A46780702,설봉초등학교,330
A46771401,이천남초등학교,157
A10023654,안흥초등학교,394
A46705001,안흥초등학교,238
A46771202,안흥초등학교,168
A46771203,안흥초등학교,256
A46707001,설봉초등학교,30
A46707002,한내초등학교,227
A46707005,설봉초등학교,184
A46707006,안흥초등학교,146
A46707007,안흥초등학교,41
A46770203,한내초등학교,70
A46770204,안흥초등학교,18
A46770205,설봉초등학교,73
A10024842,증포초등학교,30
A10027156,한내초등학교,119
A10027400,설봉초등학교,294
A46771803,증포초등학교,50
A46771809,증포초등학교,117
A46771810,증포초등학교,218
A46771811,설봉초등학교,0
A46771906,증포초등학교,128
A46772004,증포초등학교,126
A46772307,증포초등학교,168
A46772508,한내초등학교,210
A46780202,증포초등학교,129
A46780301,증포초등학교,115
A10024230,이천송정초등학교,375
A46704002,이천송정초등학교,59
A46704003,이천초등학교,383
A46774005,이천송정초등학교,277
A46774107,이천송정초등학교,100
A46774704,이천송정초등학교,80
A46774806,이천송정초등학교,370
A46773301,부발초등학교,196
A46774210,신하초등학교,81
A46777309,신하초등학교,97
A46786302,신하초등학교,163
A46786806,신하초등학교,41
A10028179,아미초등학교,394
A46773304,아미초등학교,192
A46773305,아미초등학교,161
A46774312,아미초등학교,0
A46779111,이천가산초등학교,74
A46779113,이천가산초등학교,145
A10025353,마장초등학교,14
A46785505,이천사동초등학교,226
A45670801,안성초등학교,164
A10024022,내혜홀초등학교,143
A45631001,안성초등학교,101
A45670302,안성초등학교,296
A45670403,안성초등학교,386
A10024101,백성초등학교,393
A10024929,내혜홀초등학교,124
A45624002,내혜홀초등학교,378
A10024580,백성초등학교,383
A45670902,내혜홀초등학교,7
A45671001,내혜홀초등학교,259
A10026077,백성초등학교,34
A10025837,비룡초등학교,170
A45670503,비룡초등학교,328
A45670504,비룡초등학교,56
A45676402,비룡초등학교,0
A45676701,비룡초등학교,182
A45638001,비룡초등학교,388
A10025488,문기초등학교,46
A10026069,공도초등학교,18
A45671419,용머리초등학교,10
A45671616,용머리초등학교,349
A10024516,공도초등학교,314
A45672206,만정초등학교,357
A45682101,만정초등학교,0
A45682305,만정초등학교,18
A45682307,만정초등학교,256
A45682309,만정초등학교,8
A45682310,만정초등학교,296
A10025517,양진초등학교,156
A45671317,양진초등학교,106
A45671518,양진초등학교,36
A45672408,양진초등학교,334
A45672511,양진초등학교,204
A45672613,양진초등학교,248
A45683103,광덕초등학교,323
A10027618,어울초등학교,12
A10021104,김포초등학교,19
A10021336,김포초등학교,88
A10021460,김포초등학교,288
A41503002,금파초등학교,206
A41503003,금파초등학교,136
A41503004,금파초등학교,12
A41503005,금파초등학교,0
A41503007,김포서초등학교,1
A41503008,금파초등학교,140
A41503009,금파초등학교,136
A41503010,김포서초등학교,72
A41571206,금파초등학교,0
A41502001,걸포초등학교,37
A41502002,걸포초등학교,178
A41502003,걸포초등학교,192
A10025865,운양초등학교,231
A10026216,운양초등학교,134
A10026503,하늘빛초등학교,382
A10026555,청수초등학교,31
A10026608,청수초등학교,338
A10027631,청수초등학교,162
A41506005,운양초등학교,19
A41506009,운양초등학교,260
A41574203,운양초등학교,0
A41574205,청수초등학교,0
A41574206,청수초등학교,162
A41574207,청수초등학교,28
A41574414,고창초등학교,307
A10025059,푸른솔초등학교,192
A41506001,장기초등학교,33
A41506003,장기초등학교,29
A41506004,장기초등학교,61
A41506006,장기초등학교,6
A41506007,장기초등학교,175
A41506008,푸른솔초등학교,330
A41506013,푸른솔초등학교,289
A41506017,장기초등학교,164
A41574401,장기초등학교,41
A41574402,장기초등학교,66
A41574403,푸른솔초등학교,119
A41574404,가현초등학교,1
A41574406,고창초등학교,216
A41574407,가현초등학교,20
A41574408,운유초등학교,152
A41574409,푸른솔초등학교,4
A41574410,운유초등학교,28
A41574411,푸른솔초등학교,55
A41574412,가현초등학교,173
A41574413,운유초등학교,0
A41574416,푸른솔초등학교,96
A41501001,김포서초등학교,224
A41501004,김포서초등학교,67
A41501005,감정초등학교,215
A41501006,김포서초등학교,22
A41501007,감정초등학교,113
A41501008,김포서초등학교,189
A41501009,김포서초등학교,249
A41501010,감정초등학교,277
A41570101,감정초등학교,0
A10026284,사우초등학교,39
A10027226,사우초등학교,204
A41580206,사우초등학교,313
A41580207,김포신풍초등학교,152
A41580208,사우초등학교,126
A41580209,사우초등학교,17
A41580211,사우초등학교,246
A41580302,사우초등학교,350
A10025733,양도초등학교,183
A10025734,유현초등학교,221
A10025738,유현초등학교,20
A10027488,김포신풍초등학교,361
A41507001,풍무초등학교,204
A41507003,유현초등학교,253
A41507004,양도초등학교,21
A41507005,양도초등학교,257
A41507006,양도초등학교,130
A41507008,유현초등학교,91
A41507009,풍무초등학교,17
A41507010,유현초등학교,0
A41507011,양도초등학교,29
A41580802,풍무초등학교,15
A41580803,풍무초등학교,15
A41580804,양도초등학교,120
A41580805,유현초등학교,181
A10024478,은여울초등학교,170
A10024486,김포구래초등학교,310
A10026098,은여울초등학교,22
A10026763,솔터초등학교,263
A10026773,김포구래초등학교,272
A10027062,은여울초등학교,0
